+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst8888|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_bias_subtr|auto_generated                                                                                               ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8888|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_adj_adder|auto_generated                                                                                                ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8888|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_add_adder|auto_generated                                                                                                ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8888|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component                                                                                                                             ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8888                                                                                                                                                                                ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_product2_mult|auto_generated                                                                                              ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_round_adder|auto_generated                                                                                                ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_bias_subtr|auto_generated                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_adj_adder|auto_generated                                                                                                  ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_add_adder|auto_generated                                                                                                  ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component                                                                                                                               ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst35                                                                                                                                                                                  ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|max_shift_compare|auto_generated                                                                                             ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|cmpr3|auto_generated                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|cmpr2|auto_generated                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|cmpr1|auto_generated                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|add_sub9|auto_generated                                                                                                      ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|add_sub8|auto_generated                                                                                                      ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|add_sub7|auto_generated                                                                                                      ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|add_sub5|auto_generated                                                                                                      ; 10    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|add_sub4|auto_generated                                                                                                      ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component|altbarrel_shift6                                                                                                             ; 39    ; 10             ; 0            ; 10             ; 31     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51|altfp_convert_FP_TO_INT_altfp_convert_bqm_component                                                                                                                              ; 33    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst51                                                                                                                                                                                  ; 33    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst53|LPM_COUNTER_component|auto_generated                                                                                                                                             ; 1     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst53                                                                                                                                                                                  ; 1     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst50|LPM_COMPARE_component|auto_generated                                                                                                                                             ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst50                                                                                                                                                                                  ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst39|PWM_CONSTANT_lpm_constant_v29_component                                                                                                                                          ; 0     ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst39                                                                                                                                                                                  ; 0     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst22|BETA_TIMES_VREF_ADJUST_lpm_constant_r09_component                                                                                                                                ; 0     ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst22                                                                                                                                                                                  ; 0     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|cmpr4|auto_generated                                                                                                          ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|add_sub3|auto_generated                                                                                                       ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|add_sub1|auto_generated                                                                                                       ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder13                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder12                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15                                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder13                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder12                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14                                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7                                                                                     ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder13                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder12                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9                                                                ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder11                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder10                                          ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8                                                                ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6                                                                                     ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2                                                                                                          ; 16    ; 6              ; 0            ; 6              ; 4      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altbarrel_shift5                                                                                                              ; 18    ; 5              ; 0            ; 5              ; 11     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|altfp_convert_INT_TO_FP_altfp_convert_tsm_component                                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3                                                                                                                                                                                   ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_product2_mult|auto_generated                                                                                               ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_round_adder|auto_generated                                                                                                 ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_bias_subtr|auto_generated                                                                                                  ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_adj_adder|auto_generated                                                                                                   ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_add_adder|auto_generated                                                                                                   ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component                                                                                                                                ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6                                                                                                                                                                                   ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst21|ALPHA_TIMES_VREF_ADJUST_lpm_constant_a69_component                                                                                                                               ; 0     ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst21                                                                                                                                                                                  ; 0     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst55                                                                                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|cmpr4|auto_generated                                                                                                          ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|add_sub3|auto_generated                                                                                                       ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|add_sub1|auto_generated                                                                                                       ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder13                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder12                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15                                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder13                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder12                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14                                                               ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder7                                                                                     ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder13                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder12                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9                                                                ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder11                                          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder10                                          ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8                                                                ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2|altpriority_encoder6                                                                                     ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altpriority_encoder2                                                                                                          ; 16    ; 6              ; 0            ; 6              ; 4      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component|altbarrel_shift5                                                                                                              ; 18    ; 5              ; 0            ; 5              ; 11     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2|altfp_convert_INT_TO_FP_altfp_convert_tsm_component                                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst2                                                                                                                                                                                   ; 12    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_product2_mult|auto_generated                                                                                               ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_round_adder|auto_generated                                                                                                 ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_bias_subtr|auto_generated                                                                                                  ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_adj_adder|auto_generated                                                                                                   ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_add_adder|auto_generated                                                                                                   ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component                                                                                                                                ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst8                                                                                                                                                                                   ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_product2_mult|auto_generated                                                                                              ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|man_round_adder|auto_generated                                                                                                ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_bias_subtr|auto_generated                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_adj_adder|auto_generated                                                                                                  ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component|exp_add_adder|auto_generated                                                                                                  ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25|altfp_mult_ADJUSTING_DATA_altfp_mult_4ln_component                                                                                                                               ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst25                                                                                                                                                                                  ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst26|altfp_adder_X_altfp_add_sub_j0j_component|trailing_zeros_limit_comparator|auto_generated                                                                                         ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst26|altfp_adder_X_altfp_add_sub_j0j_component|man_res_rounding_add_sub_upper1|auto_generated                                                                                         ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst26|altfp_adder_X_altfp_add_sub_j0j_component|man_res_rounding_add_sub_lower|auto_generated                                                                                          ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
